0x0000000BFD020160,2,0,0,0,0,0,0,0,32,0,0,0,0,0,1036007,1036007,0,0,0x0000000000000000,1,SUSPENDED,1038104,1038108,MISCELLANEOUS,0,0,0,1000,1,,0x0000000BFD01C4E8,0x0000000BFD020040,0x0000000C027F3AA0,0x0000000000000000,0x0000000BFD120040,0
0x0000000BFD022160,4,1,0,0,0,0,0,0,6,0,0,0,0,1036634,1036175,1036007,0,0,0x0000000000000000,1,RUNNING,1036634,9223372036854775807,XE_DISPATCHER_WAIT,0,0,0,999,1,,0x0000000BFD01C8C8,0x0000000BFD022040,0x0000000C027F3BE8,0x0000000BF72DC160,0x0000000BFD120040,0
0x0000000BFD02A160,2,0,0,0,0,0,0,0,36,0,0,0,0,0,1036008,1036008,0,0,0x0000000000000000,2,SUSPENDED,1038434,1038438,MISCELLANEOUS,0,0,0,1000,1,,0x0000000BFD0264E8,0x0000000BFD02A040,0x0000000C027F3D30,0x0000000000000000,0x0000000BFD140040,0
0x0000000BFD200160,4,1,0,0,0,0,0,0,5,0,0,0,0,1036065,1036065,1036008,0,0,0x0000000000000000,2,RUNNING,1036066,9223372036854775807,MEMORY_ALLOCATION_EXT,0,0,0,1000,1,,0x0000000BFD0268C8,0x0000000BFD200040,0x0000000C027F3E78,0x0000000BFD02A160,0x0000000BFD140040,0
0x0000000BFD032160,2,0,0,0,0,0,0,0,1958,0,0,0,0,0,1036009,1036008,0,0,0x0000000000000000,4,SUSPENDED,1129499,1129503,MISCELLANEOUS,0,6,0,1000,1,,0x0000000BFD02E4E8,0x0000000BFD032040,0x0000000C027F3FC0,0x0000000000000000,0x0000000BFD160040,0
0x0000000BFD280160,0,0,0,0,0,0,0,0,3360,41,0,0,0,0,0,1036009,0,0,0x0000000000000000,4,SUSPENDED,1098579,1098583,MISCELLANEOUS,0,6034,284,1000,408,,,0x0000000BFD280040,0x0000000C027F4108,0x0000000BF4902160,0x0000000BFD160040,0
0x0000000BFD03A160,2,0,0,0,0,0,0,0,97,0,0,0,0,0,1036010,1036009,0,0,0x0000000000000000,8,SUSPENDED,1038548,1038552,MISCELLANEOUS,0,0,0,1000,1,,0x0000000BFD0364E8,0x0000000BFD03A040,0x0000000C027F4250,0x0000000000000000,0x0000000BFD300040,0
0x0000000BFD380160,4,1,0,0,0,0,0,0,6,0,0,0,0,1036556,1036501,1036010,0,0,0x0000000000000000,8,RUNNING,1036556,9223372036854775807,MEMORY_ALLOCATION_EXT,0,0,0,999,1,,0x0000000BFD0368C8,0x0000000BFD380040,0x0000000C027F4398,0x0000000BFD38E160,0x0000000BFD300040,0
0x0000000BFD042160,2,0,0,0,0,0,0,0,34,0,0,0,0,0,1036010,1036010,0,0,0x0000000000000000,16,SUSPENDED,1096569,1096573,MISCELLANEOUS,0,0,0,1000,1,,0x0000000BFD03E4E8,0x0000000BFD042040,0x0000000C027F44E0,0x0000000000000000,0x0000000BFD320040,0
0x0000000BFD400160,0,0,0,0,0,0,0,0,7,0,0,0,1036556,1036556,1036501,1036010,0,0,0x0000000000000000,16,SUSPENDED,1036565,1036569,WAIT_XTP_HOST_WAIT,0,0,0,999,1,,0x0000000BFD03E8C8,0x0000000BFD400040,0x0000000C027F4628,0x0000000BFD40E160,0x0000000BFD320040,0
0x0000000BFD04A160,2,0,0,0,0,0,0,0,1293,0,0,0,0,0,1036011,1036011,0,0,0x0000000000000000,32,SUSPENDED,1128835,1128839,MISCELLANEOUS,0,4,0,1000,1,,0x0000000BFD0464E8,0x0000000BFD04A040,0x0000000C027F4770,0x0000000000000000,0x0000000BFD340040,0
0x0000000BFD480160,0,0,0,0,0,0,0,0,6,0,0,0,1036993,1036993,1036562,1036011,0,0,0x0000000000000000,32,SUSPENDED,1036993,1036997,CHECKPOINT_QUEUE,0,0,0,999,1,,0x0000000BFD0468C8,0x0000000BFD480040,0x0000000C027F48B8,0x0000000BFD490160,0x0000000BFD340040,0
0x0000000BFD052160,2,0,0,0,0,0,0,0,305,0,0,0,0,0,1036013,1036012,0,0,0x0000000000000000,64,SUSPENDED,1058619,1058623,MISCELLANEOUS,0,1,0,1000,1,,0x0000000BFD04E4E8,0x0000000BFD052040,0x0000000C027F4A00,0x0000000000000000,0x0000000BFD360040,0
0x0000000BFD500160,0,0,0,0,0,0,0,0,7,0,0,0,1036993,1036993,1036562,1036014,0,0,0x0000000000000000,64,SUSPENDED,1036993,1036997,ONDEMAND_TASK_QUEUE,0,0,0,999,1,,0x0000000BFD04E8C8,0x0000000BFD500040,0x0000000C027F4B48,0x0000000BFD51C160,0x0000000BFD360040,0
0x0000000BFD05A160,2,0,0,0,0,0,0,0,14890,0,0,0,0,0,1036015,1036015,0,0,0x0000000000000000,128,SUSPENDED,1129795,1129799,MISCELLANEOUS,0,55,0,1000,1,,0x0000000BFD0564E8,0x0000000BFD05A040,0x0000000C027F4C90,0x0000000000000000,0x0000000BFD580040,0
0x0000000BFD600160,2097156,1,0,0,0,0,0,0,5,0,0,0,0,1036065,1036065,1036015,0,0,0x0000000000000000,128,RUNNING,1036065,9223372036854775807,MEMORY_ALLOCATION_EXT,0,0,0,1000,1,,0x0000000BFD0568C8,0x0000000BFD600040,0x0000000C027F4DD8,0x0000000BFD05A160,0x0000000BFD580040,0
0x0000000BFD602160,4,1,0,0,0,0,0,0,6,0,0,0,1126948,1126948,1036172,1036065,0,0,0x0000000000000000,128,SUSPENDED,1036634,9223372036854775807,XE_TIMER_EVENT,0,0,0,999,1,,0x0000000BFD056CA8,0x0000000BFD602040,0x0000000C027F5068,0x0000000BF7BA4160,0x0000000BFD580040,0
0x0000000BFD202160,4,1,0,0,0,0,0,0,20,0,0,0,0,1037133,1036480,1036065,0,0,0x0000000000000000,2,RUNNING,1037133,9223372036854775807,MEMORY_ALLOCATION_EXT,0,652,0,1000,1,,0x0000000BFD026CA8,0x0000000BFD202040,0x0000000C027F51B0,0x0000000BFD222160,0x0000000BFD140040,0
0x0000000BFD656160,0,0,0,0,0,0,0,0,13892,59,0,0,0,0,0,1036172,0,0,0x0000000000000000,128,SUSPENDED,1129787,1129791,MISCELLANEOUS,0,5173,1,1000,2901,,,0x0000000BFD656040,0x0000000C027F5440,0x0000000BFD05A160,0x0000000BFD580040,0
0x0000000BFD694160,4,1,0,0,0,0,0,0,29,0,0,0,1126571,1126571,1036562,1036175,0,0,0x0000000000000000,1,SUSPENDED,1036565,9223372036854775807,REQUEST_FOR_DEADLOCK_SEARCH,0,2,2,1000,1,,0x0000000BFD01CCA8,0x0000000BFD694040,0x0000000C027F5960,0x0000000BFD020160,0x0000000BFD120040,0
0x0000000BFD210160,0,0,0,0,0,0,0,0,212,0,0,0,1129407,1129407,1036562,1036480,0,0,0x0000000000000000,2,SUSPENDED,1129643,1129647,LAZYWRITER_SLEEP,258,45,0,1000,1,,0x0000000BFD027088,0x0000000BFD210040,0x0000000C027F5AA8,0x0000000BFD216160,0x0000000BFD140040,0
0x0000000BFD28E160,0,0,0,0,0,0,0,0,353,51,0,0,1038564,1038564,1036562,1036483,0,0,0x0000000000000000,4,SUSPENDED,1038564,1038568,KSOURCE_WAKEUP,0,465,13,993,1,,0x0000000BFD02ECA8,0x0000000BFD28E040,0x0000000C027F5BF0,0x0000000BFD280160,0x0000000BFD160040,0
0x0000000BFD38E160,0,0,0,0,0,0,0,0,188,0,0,0,1129585,1129585,1036563,1036501,0,0,0x0000000000000000,8,SUSPENDED,1129585,1129589,SLEEP_TASK,258,1,0,1000,1,,0x0000000BFD036CA8,0x0000000BFD38E040,0x0000000C027F5D38,0x0000000BFD3AA160,0x0000000BFD300040,0
0x0000000BFD40E160,0,0,0,0,0,0,0,0,55,0,0,0,1096569,1096569,1036565,1036501,0,0,0x0000000000000000,16,SUSPENDED,1098576,1098580,QDS_PERSIST_TASK_MAIN_LOOP_SLEEP,0,2,0,1000,1,,0x0000000BFD03ECA8,0x0000000BFD40E040,0x0000000C027F5E80,0x0000000BFD042160,0x0000000BFD320040,0
0x0000000BFD48E160,0,0,0,0,0,0,0,0,6,0,0,0,1036566,1036566,1036566,1036562,0,0,0x0000000000000000,32,SUSPENDED,1036566,1036570,QDS_ASYNC_QUEUE,0,0,0,1000,1,,0x0000000BFD046CA8,0x0000000BFD48E040,0x0000000C027F5FC8,0x0000000BFD480160,0x0000000BFD340040,0
