196608,1,3229,8,0,0,0,127,8,19,0,,0,1,0,0,0,4,1,0,0,1,0,0,,0,0,
196608,2,3229,4,0,0,0,56,4,10,0,,0,0,0,0,0,12,0,0,0,2,0,0,,0,0,
196608,3,3229,4,0,0,0,56,4,10,0,,0,2,0,0,0,16,9,0,0,3,0,0,,0,0,
196608,4,3245,8,0,0,0,127,8,19,0,,0,0,0,0,0,20,0,0,0,4,0,0,,0,0,
196608,5,3245,4,0,0,0,56,4,10,0,,0,0,0,0,0,28,0,0,0,5,0,0,,0,0,
196608,6,3245,4,0,0,0,56,4,10,0,,0,0,0,0,0,32,0,0,0,6,0,0,,0,0,
196608,7,3245,2,0,0,0,52,2,5,0,,0,0,0,0,0,36,0,0,0,7,0,0,,0,0,
196608,8,3245,2,0,0,0,52,2,5,0,,0,0,0,0,0,38,0,0,0,8,0,0,,0,0,
196608,9,3246,4,0,0,0,56,4,10,0,,0,0,0,0,0,40,0,0,0,9,0,0,,0,0,
196608,10,3245,4,0,0,0,56,4,10,0,,0,0,0,0,0,44,0,0,0,10,0,0,,0,0,
196608,11,3245,4,0,0,0,56,4,10,0,,0,0,0,0,0,48,0,0,0,11,0,0,,0,0,
196608,12,3245,2,0,0,0,52,2,5,0,,0,0,0,0,0,52,0,0,0,12,0,0,,0,0,
196608,13,3245,16,0,0,0,165,16,0,0,,0,0,1,0,0,-1,0,0,0,13,0,0,,0,0,
327680,1,415,8,0,0,0,127,8,19,0,,0,1,0,0,0,4,1,0,0,1,0,0,,0,0,
327680,2,680,1,0,0,0,48,1,3,0,,0,0,0,0,0,12,0,0,0,2,0,0,,0,0,
327680,3,680,4,0,0,0,56,4,10,0,,0,0,0,0,0,13,0,0,0,3,0,0,,0,0,
327680,4,680,4,0,0,0,56,4,10,0,,0,0,0,0,0,17,0,0,0,4,0,0,,0,0,
327680,5,680,4,0,0,0,56,4,10,0,,0,0,0,0,0,21,0,0,0,5,0,0,,0,0,
327680,6,763,4,0,0,0,56,4,10,0,,0,0,0,0,0,25,0,0,0,6,0,0,,0,0,
327680,7,680,2,0,0,0,52,2,5,0,,0,0,0,0,0,29,0,0,0,7,0,0,,0,0,
327680,8,683,8,0,0,0,127,8,19,0,,0,0,0,0,0,31,0,0,0,8,0,0,,0,0,
327680,9,622,1,0,0,0,48,1,3,0,,0,0,0,0,0,39,0,0,0,9,0,0,,0,0,
