R   ,REVOKE,DATABASE,DATABASE_PERMISSION_CHANGE_GROUP,SERVER,DATABASE_PERMISSION_CHANGE_GROUP,,DATABASE_PERMISSION_CHANGE_GROUP,1
D   ,DENY,DATABASE,DATABASE_PERMISSION_CHANGE_GROUP,SERVER,DATABASE_PERMISSION_CHANGE_GROUP,,DATABASE_PERMISSION_CHANGE_GROUP,1
G   ,GRANT,DATABASE,DATABASE_PERMISSION_CHANGE_GROUP,SERVER,DATABASE_PERMISSION_CHANGE_GROUP,,DATABASE_PERMISSION_CHANGE_GROUP,1
GWG ,GRANT WITH GRANT,DATABASE,DATABASE_PERMISSION_CHANGE_GROUP,SERVER,DATABASE_PERMISSION_CHANGE_GROUP,,DATABASE_PERMISSION_CHANGE_GROUP,1
RWG ,REVOKE WITH GRANT,DATABASE,DATABASE_PERMISSION_CHANGE_GROUP,SERVER,DATABASE_PERMISSION_CHANGE_GROUP,,DATABASE_PERMISSION_CHANGE_GROUP,1
RWC ,REVOKE WITH CASCADE,DATABASE,DATABASE_PERMISSION_CHANGE_GROUP,SERVER,DATABASE_PERMISSION_CHANGE_GROUP,,DATABASE_PERMISSION_CHANGE_GROUP,1
DWC ,DENY WITH CASCADE,DATABASE,DATABASE_PERMISSION_CHANGE_GROUP,SERVER,DATABASE_PERMISSION_CHANGE_GROUP,,DATABASE_PERMISSION_CHANGE_GROUP,1
R   ,REVOKE,OBJECT,,DATABASE,SCHEMA_OBJECT_PERMISSION_CHANGE_GROUP,,SCHEMA_OBJECT_PERMISSION_CHANGE_GROUP,1
D   ,DENY,OBJECT,,DATABASE,SCHEMA_OBJECT_PERMISSION_CHANGE_GROUP,,SCHEMA_OBJECT_PERMISSION_CHANGE_GROUP,1
G   ,GRANT,OBJECT,,DATABASE,SCHEMA_OBJECT_PERMISSION_CHANGE_GROUP,,SCHEMA_OBJECT_PERMISSION_CHANGE_GROUP,1
GWG ,GRANT WITH GRANT,OBJECT,,DATABASE,SCHEMA_OBJECT_PERMISSION_CHANGE_GROUP,,SCHEMA_OBJECT_PERMISSION_CHANGE_GROUP,1
RWG ,REVOKE WITH GRANT,OBJECT,,DATABASE,SCHEMA_OBJECT_PERMISSION_CHANGE_GROUP,,SCHEMA_OBJECT_PERMISSION_CHANGE_GROUP,1
RWC ,REVOKE WITH CASCADE,OBJECT,,DATABASE,SCHEMA_OBJECT_PERMISSION_CHANGE_GROUP,,SCHEMA_OBJECT_PERMISSION_CHANGE_GROUP,1
DWC ,DENY WITH CASCADE,OBJECT,,DATABASE,SCHEMA_OBJECT_PERMISSION_CHANGE_GROUP,,SCHEMA_OBJECT_PERMISSION_CHANGE_GROUP,1
R   ,REVOKE,TYPE,,DATABASE,SCHEMA_OBJECT_PERMISSION_CHANGE_GROUP,,SCHEMA_OBJECT_PERMISSION_CHANGE_GROUP,1
D   ,DENY,TYPE,,DATABASE,SCHEMA_OBJECT_PERMISSION_CHANGE_GROUP,,SCHEMA_OBJECT_PERMISSION_CHANGE_GROUP,1
G   ,GRANT,TYPE,,DATABASE,SCHEMA_OBJECT_PERMISSION_CHANGE_GROUP,,SCHEMA_OBJECT_PERMISSION_CHANGE_GROUP,1
GWG ,GRANT WITH GRANT,TYPE,,DATABASE,SCHEMA_OBJECT_PERMISSION_CHANGE_GROUP,,SCHEMA_OBJECT_PERMISSION_CHANGE_GROUP,1
RWG ,REVOKE WITH GRANT,TYPE,,DATABASE,SCHEMA_OBJECT_PERMISSION_CHANGE_GROUP,,SCHEMA_OBJECT_PERMISSION_CHANGE_GROUP,1
RWC ,REVOKE WITH CASCADE,TYPE,,DATABASE,SCHEMA_OBJECT_PERMISSION_CHANGE_GROUP,,SCHEMA_OBJECT_PERMISSION_CHANGE_GROUP,1
DWC ,DENY WITH CASCADE,TYPE,,DATABASE,SCHEMA_OBJECT_PERMISSION_CHANGE_GROUP,,SCHEMA_OBJECT_PERMISSION_CHANGE_GROUP,1
R   ,REVOKE,SCHEMA,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
D   ,DENY,SCHEMA,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
G   ,GRANT,SCHEMA,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
GWG ,GRANT WITH GRANT,SCHEMA,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
RWG ,REVOKE WITH GRANT,SCHEMA,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
RWC ,REVOKE WITH CASCADE,SCHEMA,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
DWC ,DENY WITH CASCADE,SCHEMA,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
R   ,REVOKE,XML SCHEMA COLLECTION,,DATABASE,SCHEMA_OBJECT_PERMISSION_CHANGE_GROUP,,SCHEMA_OBJECT_PERMISSION_CHANGE_GROUP,1
D   ,DENY,XML SCHEMA COLLECTION,,DATABASE,SCHEMA_OBJECT_PERMISSION_CHANGE_GROUP,,SCHEMA_OBJECT_PERMISSION_CHANGE_GROUP,1
G   ,GRANT,XML SCHEMA COLLECTION,,DATABASE,SCHEMA_OBJECT_PERMISSION_CHANGE_GROUP,,SCHEMA_OBJECT_PERMISSION_CHANGE_GROUP,1
GWG ,GRANT WITH GRANT,XML SCHEMA COLLECTION,,DATABASE,SCHEMA_OBJECT_PERMISSION_CHANGE_GROUP,,SCHEMA_OBJECT_PERMISSION_CHANGE_GROUP,1
RWG ,REVOKE WITH GRANT,XML SCHEMA COLLECTION,,DATABASE,SCHEMA_OBJECT_PERMISSION_CHANGE_GROUP,,SCHEMA_OBJECT_PERMISSION_CHANGE_GROUP,1
RWC ,REVOKE WITH CASCADE,XML SCHEMA COLLECTION,,DATABASE,SCHEMA_OBJECT_PERMISSION_CHANGE_GROUP,,SCHEMA_OBJECT_PERMISSION_CHANGE_GROUP,1
DWC ,DENY WITH CASCADE,XML SCHEMA COLLECTION,,DATABASE,SCHEMA_OBJECT_PERMISSION_CHANGE_GROUP,,SCHEMA_OBJECT_PERMISSION_CHANGE_GROUP,1
R   ,REVOKE,ASSEMBLY,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
D   ,DENY,ASSEMBLY,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
G   ,GRANT,ASSEMBLY,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
GWG ,GRANT WITH GRANT,ASSEMBLY,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
RWG ,REVOKE WITH GRANT,ASSEMBLY,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
RWC ,REVOKE WITH CASCADE,ASSEMBLY,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
DWC ,DENY WITH CASCADE,ASSEMBLY,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
R   ,REVOKE,USER,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
D   ,DENY,USER,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
G   ,GRANT,USER,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
GWG ,GRANT WITH GRANT,USER,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
RWG ,REVOKE WITH GRANT,USER,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
RWC ,REVOKE WITH CASCADE,USER,,DATABASE,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,,DATABASE_OBJECT_PERMISSION_CHANGE_GROUP,1
